product_id,link_x,title_x,tag_x,audience_men,audience_women,audience_kids,link_y,title_y,tag_y,price,colors,page,color,img
VN000CQDBA2,/en-us/p/shoes/icons/old-skool-5205/premium-old-skool-shoe-VN000CQDBA2,Premium Old Skool Shoe,"Lifestyle, Icon, Suede, Midweight Canvas, Cushioning",False,True,False,/en-us/p/shoes/icons/old-skool-5205/premium-old-skool-shoe-VN000CQDBA2,Premium Old Skool Shoe,"Lifestyle, Icon, Suede, Midweight Canvas, Cushioning",$90.00,12 colors,3,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1748388522/VN000CQDBA2-HERO/Premium-Old-Skool-Shoe.png"
VN0A2Z3WYV3,/en-us/p/shoes/icons/old-skool-5205/bmx-old-skool-shoe-VN0A2Z3WYV3,BMX Old Skool Shoe,"Bmx, Maximum Cushioning, Pedal Grip",True,False,False,/en-us/p/shoes/icons/old-skool-5205/bmx-old-skool-shoe-VN0A2Z3WYV3,BMX Old Skool Shoe,"Bmx, Maximum Cushioning, Pedal Grip",$85.00,3 colors,3,Black / Grey,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742250875/VN0A2Z3WYV3-HERO/BMX-Old-Skool-Shoe.png"
VN0A2Z3XYV3,/en-us/p/shoes/icons/sk8-hi-5325/bmx-sk8-hi-shoe-VN0A2Z3XYV3,BMX Sk8-Hi Shoe,"Bmx, Maximum Cushioning, Pedal Grip",True,False,False,/en-us/p/shoes/icons/sk8-hi-5325/bmx-sk8-hi-shoe-VN0A2Z3XYV3,BMX Sk8-Hi Shoe,"Bmx, Maximum Cushioning, Pedal Grip",$90.00,3 colors,3,Black / Grey,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1759196909/VN0A2Z3XYV3-HERO/BMX-Sk8Hi-Shoe.png"
VN0A5FCABKA,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCABKA,Skate Slip-On Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCABKA,Skate Slip-On Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",$60.00,10 colors,3,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917647/VN0A5FCABKA-HERO/Skate-SlipOn-Shoe.png"
VN0009QCNWD,/en-us/p/shoes/knu-skool-5840/knu-skool-suede-shoe-VN0009QCNWD,Knu Skool Shoe,"Lifestyle, Retro Chunky, Suede",True,False,False,/en-us/p/shoes/knu-skool-5840/knu-skool-suede-shoe-VN0009QCNWD,Knu Skool Shoe,"Lifestyle, Retro Chunky, Suede",$80.00,15+ colors,3,Navy Blue / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1740726744/VN0009QCNWD-HERO/Knu-Skool-Shoe.png"
VN000E89GP9,/en-us/p/shoes/super-lowpro-1984/super-lowpro-shoe-VN000E89GP9,Super Lowpro Shoe,"Lifestyle, Vintage Trainer, Lightweight Cushioning",False,True,False,/en-us/p/shoes/super-lowpro-1984/super-lowpro-shoe-VN000E89GP9,Super Lowpro Shoe,"Lifestyle, Vintage Trainer, Lightweight Cushioning",$85.00,9 colors,3,Marshmallow White / Emerald Green,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1756323750/VN000E89GP9-HERO/Super-Lowpro-Shoe.png"
VN0A7Q5MW00,/en-us/p/shoes/icons/old-skool-5205/old-skool-stackform-shoe-VN0A7Q5MW00,Old Skool Platform Shoe,"Lifestyle, Original Icon, Platform",False,True,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-stackform-shoe-VN0A7Q5MW00,Old Skool Platform Shoe,"Lifestyle, Original Icon, Platform",$80.00,5 colors,3,True White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917785/VN0A7Q5MW00-HERO/Old-Skool-Platform-Shoe.png"
VN0000T8BKA,/en-us/p/shoes/wides-5655/old-skool-wide-shoe-VN0000T8BKA,Old Skool Wide Shoe,"Lifestyle, Original Icon, Wide Width, Canvas",True,True,False,/en-us/p/shoes/wides-5655/old-skool-wide-shoe-VN0000T8BKA,Old Skool Wide Shoe,"Lifestyle, Original Icon, Wide Width, Canvas",$70.00,3 colors,3,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742241643/VN0000T8BKA-HERO/Old-Skool-Wide-Shoe.png"
VN000DA4MCG,/en-us/p/skate/shoes-5225/skate-kyle-walker-wafflecup-shoe-VN000DA4MCG,Skate Kyle Walker Wafflecup Shoe,"Skateboarding, Signature, Wafflecup, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/skate/shoes-5225/skate-kyle-walker-wafflecup-shoe-VN000DA4MCG,Skate Kyle Walker Wafflecup Shoe,"Skateboarding, Signature, Wafflecup, Impact Protection, Next-Level Grip",$85.00,4 colors,3,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1751043850/VN000DA4MCG-HERO/Skate-Kyle-Walker-Wafflecup-Shoe.jpg"
VN000E8WEMT,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000E8WEMT,Old Skool Shoe,"Lifestyle, Original Icon, Leather",False,True,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000E8WEMT,Old Skool Shoe,"Lifestyle, Original Icon, Leather",$75.00,15+ colors,3,Deep Twilight Blue,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1756323747/VN000E8WEMT-HERO/Old-Skool-Shoe.png"
VN000EYENVY,/en-us/p/shoes/icons/classic-slip-on-5315/classic-slip-on-shoe-VN000EYENVY,Classic Slip-On Shoe,"Lifestyle, Original Icon, Easy-On",True,False,False,/en-us/p/shoes/icons/classic-slip-on-5315/classic-slip-on-shoe-VN000EYENVY,Classic Slip-On Shoe,"Lifestyle, Original Icon, Easy-On",$55.00,10 colors,4,Navy Blue / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753918011/VN000EYENVY-HERO/Classic-SlipOn-Shoe.png"
VN000EE3WHT,/en-us/p/shoes/icons/authentic-5310/authentic-shoe-VN000EE3WHT,Authentic Shoe,"Lifestyle, Original Icon, Lightweight Canvas",True,True,False,/en-us/p/shoes/icons/authentic-5310/authentic-shoe-VN000EE3WHT,Authentic Shoe,"Lifestyle, Original Icon, Lightweight Canvas",$55.00,15+ colors,4,White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1740714043/VN000EE3WHT-HERO/Authentic-Shoe.png"
VN000CSEBA2,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on--shoe-VN000CSEBA2,Premium Classic Slip-On Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",False,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on--shoe-VN000CSEBA2,Premium Classic Slip-On Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",$75.00,10 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1748388531/VN000CSEBA2-HERO/Premium-Classic-SlipOn-Shoe.png"
VN000D5INVY,/en-us/p/shoes/icons/sk8-hi-5325/sk8-hi-shoe-VN000D5INVY,Sk8-Hi Shoe,"Lifestyle, Original Icon, Suede, Canvas",True,False,False,/en-us/p/shoes/icons/sk8-hi-5325/sk8-hi-shoe-VN000D5INVY,Sk8-Hi Shoe,"Lifestyle, Original Icon, Suede, Canvas",$75.00,9 colors,4,Navy Blue,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917965/VN000D5INVY-HERO/Sk8Hi-Shoe.png"
VN0A54FZ0BN,/en-us/p/snowboarding-5235/aura-og-snowboard-boot-VN0A54FZ0BN,Aura OG Snowboard Boot,"Snowboarding, All-Mountain, BOA®, Mid-High Flex",True,True,False,/en-us/p/snowboarding-5235/aura-og-snowboard-boot-VN0A54FZ0BN,Aura OG Snowboard Boot,"Snowboarding, All-Mountain, BOA®, Mid-High Flex",$235.00,3 colors,4,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753406376/VN0A54FZ0BN-HERO/Aura-OG-Snowboard-Boot.png"
VN000CQABA2,/en-us/p/mens/shoes-1100/premium-authentic-shoe-VN000CQABA2,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Midweight Canvas, Cushioning",True,True,False,/en-us/p/mens/shoes-1100/premium-authentic-shoe-VN000CQABA2,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Midweight Canvas, Cushioning",$75.00,15 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1754098582/VN000CQABA2-HERO/Premium-Authentic-Shoe.png"
VN0A5FCCY28,/en-us/p/shoes/icons/sk8-hi-5325/skate-sk8-hi-shoe-VN0A5FCCY28,Skate Sk8-Hi Shoe,"Skateboarding, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/shoes/icons/sk8-hi-5325/skate-sk8-hi-shoe-VN0A5FCCY28,Skate Sk8-Hi Shoe,"Skateboarding, Impact Protection, Next-Level Grip",$80.00,4 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1750296056/VN0A5FCCY28-HERO/Skate-Sk8Hi-Shoe.png"
VN0A5FCAY28,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCAY28,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCAY28,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",$60.00,10 colors,4,Black / Gum,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917660/VN0A5FCAY28-HERO/Skate-SlipOn.png"
VN0A3IHUWHT,/en-us/p/shoes/laces-and-shoe-care-6115/vans-shoe-care-travel-kit-VN0A3IHUWHT,Vans Shoe Care Travel Kit,"Shoe Clean, Compact",True,True,False,/en-us/p/shoes/laces-and-shoe-care-6115/vans-shoe-care-travel-kit-VN0A3IHUWHT,Vans Shoe Care Travel Kit,"Shoe Clean, Compact",$20.00,3 colors,4,White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753924671/VN0A3IHUWHT-HERO/Vans-Shoe-Care-Travel-Kit.png"
VN0A54FMY28,/en-us/p/snowboarding-5235/invado-og-snowboard-boot-VN0A54FMY28,Invado OG Snowboard Boot,"Snowboarding, All-Mountain, Park, BOA®, Mid-High Flex",True,True,False,/en-us/p/snowboarding-5235/invado-og-snowboard-boot-VN0A54FMY28,Invado OG Snowboard Boot,"Snowboarding, All-Mountain, Park, BOA®, Mid-High Flex",$220.00,3 colors,4,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753922018/VN0A54FMY28-HERO/Invado-OG-Snowboard-Boot.png"
VN000D5NCDA,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000D5NCDA,Old Skool Shoe,"Lifestyle, Original Icon",True,False,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000D5NCDA,Old Skool Shoe,"Lifestyle, Original Icon",$70.00,15+ colors,4,Warm Beige,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1755307713/VN000D5NCDA-HERO/Old-Skool-Shoe.png"
VN000D5RNLX,/en-us/p/shoes/icons/old-skool-5205/skate-old-skool-36-shoe-by-atiba-jefferson-VN000D5RNLX,Skate Old Skool 36+ Shoe by Atiba Jefferson,"Skate, Icon, Collab, Vulcanized, Impact Protection, Next-Level Grip",True,False,False,/en-us/p/shoes/icons/old-skool-5205/skate-old-skool-36-shoe-by-atiba-jefferson-VN000D5RNLX,Skate Old Skool 36+ Shoe by Atiba Jefferson,"Skate, Icon, Collab, Vulcanized, Impact Protection, Next-Level Grip",$85.00,4 colors,4,Atiba Black / Dark Green,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1758049438/VN000D5RNLX-HERO/Skate-Old-Skool-36-Shoe-by-Atiba-Jefferson.jpg"
VN0A7Q5RTYQ,/en-us/p/shoes/icons/classic-slip-on-5315/classic-slip-on-checkerboard-stackform-shoe-VN0A7Q5RTYQ,Classic Slip-On Checkerboard Platform Shoe,"Lifestyle, Easy-On, Platform, Original Icon",False,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/classic-slip-on-checkerboard-stackform-shoe-VN0A7Q5RTYQ,Classic Slip-On Checkerboard Platform Shoe,"Lifestyle, Easy-On, Platform, Original Icon",$70.00,9 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1740725590/VN0A7Q5RTYQ-HERO/Classic-SlipOn-Checkerboard-Platform-Shoe.png"
VN0A4BV5JV6,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN0A4BV5JV6,Old Skool Shoe,"Lifestyle, Original Icon, Suede, Canvas",False,True,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN0A4BV5JV6,Old Skool Shoe,"Lifestyle, Original Icon, Suede, Canvas",$70.00,15+ colors,4,Racing Red / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1740724397/VN0A4BV5JV6-HERO/Old-Skool-Shoe.png"
VN000EE3NVY,/en-us/p/shoes/icons/authentic-5310/authentic-shoe-VN000EE3NVY,Authentic Shoe,"Lifestyle, Original Icon, Lightweight Canvas",True,False,False,/en-us/p/shoes/icons/authentic-5310/authentic-shoe-VN000EE3NVY,Authentic Shoe,"Lifestyle, Original Icon, Lightweight Canvas",$55.00,15+ colors,4,Navy Blue,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1740713591/VN000EE3NVY-HERO/Authentic-Shoe.png"
VN0A5FC8Y28,/en-us/p/shoes/icons/authentic-5310/skate-authentic-shoe-VN0A5FC8Y28,Skate Authentic Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/shoes/icons/authentic-5310/skate-authentic-shoe-VN0A5FC8Y28,Skate Authentic Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",$60.00,8 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917615/VN0A5FC8Y28-HERO/Skate-Authentic-Shoe.png"
VN0A5FCA9L7,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCA9L7,Skate Slip-On Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",True,False,False,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCA9L7,Skate Slip-On Shoe,"Skate, Icon, Vulcanized, Impact Protection, Next-Level Grip",$60.00,10 colors,4,Camo Green / Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1752508144/VN0A5FCA9L7-HERO/Skate-SlipOn-Shoe.png"
VN0007QZBKA,/en-us/p/shoes/icons/authentic-5310/premium-authentic-shoe-VN0007QZBKA,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Midweight Canvas, Cushioning",True,True,False,/en-us/p/shoes/icons/authentic-5310/premium-authentic-shoe-VN0007QZBKA,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Midweight Canvas, Cushioning",$75.00,15 colors,4,Blackout,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742403946/VN0007QZBKA-HERO/Premium-Authentic-Shoe.png"
VN0A3TFJT0U,/en-us/p/snowboarding-5235/hi-standard-og-snowboard-boot-VN0A3TFJT0U,Hi-Standard OG Snowboard Boot,"Snowboarding, All-Mountain, Park, Mid-High Flex",True,False,False,/en-us/p/snowboarding-5235/hi-standard-og-snowboard-boot-VN0A3TFJT0U,Hi-Standard OG Snowboard Boot,"Snowboarding, All-Mountain, Park, Mid-High Flex",$200.00,4 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753921858/VN0A3TFJT0U-HERO/HiStandard-OG-Snowboard-Boot.png"
VN000CVUBA2,/en-us/p/shoes/crosspath-6135/crosspath-shoe-VN000CVUBA2,Crosspath Shoe,"All-Terrain, Water Repellent, Maximum Cushioning",True,False,False,/en-us/p/shoes/crosspath-6135/crosspath-shoe-VN000CVUBA2,Crosspath Shoe,"All-Terrain, Water Repellent, Maximum Cushioning",$130.00,6 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753206123/VN000CVUBA2-HERO/Crosspath-Shoe.jpg"
VN000D9ZKOU,/en-us/p/shoes/icons/half-cab-1992/skate-half-cab-wafflecup-shoe-VN000D9ZKOU,Skate Half Cab Wafflecup Shoe,"Skate, Signature, Wafflecup, Impact Protection, Next-Level Grip",True,False,False,/en-us/p/shoes/icons/half-cab-1992/skate-half-cab-wafflecup-shoe-VN000D9ZKOU,Skate Half Cab Wafflecup Shoe,"Skate, Signature, Wafflecup, Impact Protection, Next-Level Grip",$95.00,2 colors,4,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1760393374/VN000D9ZKOU-HERO/Skate-Half-Cab-Wafflecup-Shoe.jpg"
VN000D6RJVY,/en-us/p/shoes/lowland-5745/lowland-20-shoe-VN000D6RJVY,Lowland 2.0 Shoe,"Lifestyle, Improved Grip",False,True,False,/en-us/p/shoes/lowland-5745/lowland-20-shoe-VN000D6RJVY,Lowland 2.0 Shoe,"Lifestyle, Improved Grip",$85.00,10 colors,4,Off White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742245979/VN000D6RJVY-HERO/Lowland-20-Shoe.png"
VN0A5FCAAUH,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-checkerboard-shoe-VN0A5FCAAUH,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",True,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-checkerboard-shoe-VN0A5FCAAUH,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",$65.00,10 colors,4,Checkerboard Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753917629/VN0A5FCAAUH-HERO/Skate-SlipOn.png"
VN0A4BHOW00,/en-us/p/shoes/wides-5655/classic-slip-on-wide-shoe-VN0A4BHOW00,Classic Slip-On Wide Shoe,"Lifestyle, Original Icon, Wide Width, Easy-On",True,True,False,/en-us/p/shoes/wides-5655/classic-slip-on-wide-shoe-VN0A4BHOW00,Classic Slip-On Wide Shoe,"Lifestyle, Original Icon, Wide Width, Easy-On",$55.00,3 colors,4,True White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742252421/VN0A4BHOW00-HERO/Classic-SlipOn-Wide-Shoe.png"
VN000E9XFMO,/en-us/p/shoes/knu-skool-5840/knu-skool-shoe-VN000E9XFMO,Knu Skool Shoe,"Lifestyle, Retro Chunky",False,True,False,/en-us/p/shoes/knu-skool-5840/knu-skool-shoe-VN000E9XFMO,Knu Skool Shoe,"Lifestyle, Retro Chunky",$80.00,15+ colors,4,Black / Sepia Rose Pink,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1752018845/VN000E9XFMO-HERO/Knu-Skool-Shoe.png"
VN0A4BHNBA2,/en-us/p/shoes/wides-5655/authentic-wide-shoe-VN0A4BHNBA2,Authentic Wide Shoe,"Lifestyle, Original Icon, Wide Width, Lightweight Canvas",True,True,False,/en-us/p/shoes/wides-5655/authentic-wide-shoe-VN0A4BHNBA2,Authentic Wide Shoe,"Lifestyle, Original Icon, Wide Width, Lightweight Canvas",$55.00,3 colors,4,Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742252425/VN0A4BHNBA2-HERO/Authentic-Wide-Shoe.png"
VN000D6WCHW,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000D6WCHW,Old Skool Shoe,"Lifestyle, Original Icon, Leather, Lightweight Canvas",False,True,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-shoe-VN000D6WCHW,Old Skool Shoe,"Lifestyle, Original Icon, Leather, Lightweight Canvas",$70.00,15+ colors,4,Creme Brule Beige,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1756323597/VN000D6WCHW-HERO/Old-Skool-Shoe.png"
VN000Z6XCDA,/en-us/p/shoes/super-lowpro-1984/super-lowpro-collapse-shoe-VN000Z6XCDA,Super Lowpro Collapse Shoe,"Lifestyle, Vintage Trainer, Collapsible Heel, Lightweight Cushioning",False,True,False,/en-us/p/shoes/super-lowpro-1984/super-lowpro-collapse-shoe-VN000Z6XCDA,Super Lowpro Collapse Shoe,"Lifestyle, Vintage Trainer, Collapsible Heel, Lightweight Cushioning",$85.00,4 colors,4,Marshmallow White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1761843132/VN000Z6XCDA-HERO/Super-Lowpro-Collapse-Shoe.psd"
VN000CSE2BO,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on-checkerboard-shoe-VN000CSE2BO,Premium Classic Slip-On Checkerboard Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",True,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on-checkerboard-shoe-VN000CSE2BO,Premium Classic Slip-On Checkerboard Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",$80.00,2 colors,4,Checkerboard Black / Off White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753205481/VN000CSE2BO-HERO/Premium-Classic-SlipOn-Checkerboard-Shoe.jpg"
VN000CQAWWW,/en-us/p/shoes/icons/authentic-5310/premium-authentic-shoe-VN000CQAWWW,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Leather, Cushioning",True,False,False,/en-us/p/shoes/icons/authentic-5310/premium-authentic-shoe-VN000CQAWWW,Premium Authentic Shoe,"Lifestyle, Icon, Low Profile, Leather, Cushioning",$85.00,15 colors,4,White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742339003/VN000CQAWWW-HERO/Premium-Authentic-Shoe.png"
VN000E96Y28,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on-shoe-VN000E96Y28,Premium Classic Slip-On Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",True,True,False,/en-us/p/shoes/icons/classic-slip-on-5315/premium-classic-slip-on-shoe-VN000E96Y28,Premium Classic Slip-On Shoe,"Lifestyle, Icon, Easy On, Cushioning, Midweight Canvas",$85.00,10 colors,4,Houndstooth Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1756520241/VN000E96Y28-HERO/Premium-Classic-SlipOn-Shoe.png"
VN0A54FM9DH,/en-us/p/snowboarding-5235/invado-og-gum-snowboard-boot-VN0A54FM9DH,Invado OG Gum Snowboard Boot,"Snowboarding, All-Mountain, Park, BOA®, Mid-High Flex",True,True,False,/en-us/p/snowboarding-5235/invado-og-gum-snowboard-boot-VN0A54FM9DH,Invado OG Gum Snowboard Boot,"Snowboarding, All-Mountain, Park, BOA®, Mid-High Flex",$220.00,3 colors,4,White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1753406311/VN0A54FM9DH-HERO/Invado-OG-Gum-Snowboard-Boot.png"
VN0A5FCA1N6,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCA1N6,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",True,False,False,/en-us/p/shoes/icons/classic-slip-on-5315/skate-slip-on-shoe-VN0A5FCA1N6,Skate Slip-On,"Skateboarding, Easy-On, Impact Protection, Next-Level Grip",$60.00,10 colors,4,Silver Grey,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1748389089/VN0A5FCA1N6-HERO/Skate-SlipOn.png"
VN0A3DILBA2,/en-us/p/snowboarding-5235/infuse-snowboard-boot-VN0A3DILBA2,Infuse Gum Snowboard Boot,"Snowboarding, All-Mountain, Backcountry, Park, BOA®, High Flex",True,False,False,/en-us/p/snowboarding-5235/infuse-snowboard-boot-VN0A3DILBA2,Infuse Gum Snowboard Boot,"Snowboarding, All-Mountain, Backcountry, Park, BOA®, High Flex",$420.00,2 colors,4,Gum Black / White,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742331679/VN0A3DILBA2-HERO/Infuse-Gum-Snowboard-Boot.png"
VN0A3D29D5E,/en-us/p/shoes/icons/old-skool-5205/old-skool-v-shoe-VN0A3D29D5E,Old Skool V Shoe,"Lifestyle, Original Icon, Easy-On, Suede, Canvas",True,False,False,/en-us/p/shoes/icons/old-skool-5205/old-skool-v-shoe-VN0A3D29D5E,Old Skool V Shoe,"Lifestyle, Original Icon, Easy-On, Suede, Canvas",$75.00,5 colors,4,Black,"https://assets.vans.com/images/t_img/c_fill,g_center,f_auto,h_573,e_unsharp_mask:100,w_458/dpr_2.0/v1742252324/VN0A3D29D5E-HERO/Old-Skool-V-Shoe.png"
